pr_id,repository,pr_title,pr_description,author,created_date,merged_date,closed_date,num_commits,num_changed_files,additions,deletions,changed_lines,num_comments,num_reviews,review_decisions,num_reviewers,labels,merged,merge_time_hours,ai_reviewer_present,ai_reviewer_names,ai_code_present,commit_messages,modified_files,num_commits_norm,num_changed_files_norm,additions_norm,deletions_norm,changed_lines_norm,num_comments_norm,num_reviews_norm,num_reviewers_norm,num_commits_is_outlier,num_changed_files_is_outlier,additions_is_outlier,deletions_is_outlier,changed_lines_is_outlier,num_comments_is_outlier,num_reviews_is_outlier,num_reviewers_is_outlier
60,microsoft/vscode,Fix issue #60 in module 15,This PR addresses a bug ,dev_3,2025-09-17,,,8,5,12.0,31,43,3,1,"[""CHANGES_REQUESTED""]",1,"[""good first issue"", ""needs-review""]",False,,False,[],False,"[""fix bug"", ""update tests""]","[""src/module_0.py"", ""src/module_1.py"", ""src/module_2.py"", ""src/module_3.py"", ""src/module_4.py""]",1.1467226499004746,-0.3386755083441611,-0.7939365307285356,0.031497200386944584,-0.6906306234860826,-0.5012263532120382,-1.5812084513781597,-1.233475354771056,False,False,False,False,False,False,False,False
61,microsoft/vscode,Fix issue #61 in module 3,This PR addresses a bug This PR addresses a bug This PR addresses a bug ,dev_21,2025-06-25,,,4,10,89.0,17,106,3,4,"[""APPROVED"", ""COMMENTED"", ""APPROVED"", ""APPROVED""]",3,"[""documentation"", ""good first issue""]",False,,False,[],False,"[""fix bug"", ""update tests""]","[""src/module_0.py"", ""src/module_1.py"", ""src/module_2.py"", ""src/module_3.py"", ""src/module_4.py""]",-0.4130905215805607,1.2488659370190944,0.45573530043768173,-0.4227893436555255,0.216792508466628,-0.5012263532120382,1.574196440507303,1.2400714796628798,False,False,False,False,False,False,False,False
62,microsoft/vscode,Fix issue #62 in module 13,This PR addresses a bug This PR addresses a bug ,dev_12,2025-12-19,,,1,6,27.0,73,100,4,1,"[""COMMENTED""]",1,"[""enhancement"", ""documentation""]",False,,False,[],False,"[""fix bug"", ""update tests""]","[""src/module_0.py"", ""src/module_1.py"", ""src/module_2.py"", ""src/module_3.py"", ""src/module_4.py""]",-1.582950400191337,-0.02116721927151,-0.5504939662156362,1.394356832514355,0.1303712578044651,0.0016763423184349494,-1.5812084513781597,-1.233475354771056,False,False,False,False,False,False,False,False
63,microsoft/vscode,Fix issue #63 in module 1,This PR addresses a bug This PR addresses a bug ,dev_33,2026-02-01,,,2,4,8.0,17,25,5,3,"[""APPROVED"", ""COMMENTED"", ""APPROVED""]",3,"[""good first issue"", ""enhancement""]",False,,False,[],False,"[""fix bug"", ""update tests""]","[""src/module_0.py"", ""src/module_1.py"", ""src/module_2.py"", ""src/module_3.py""]",-1.1929971073210783,-0.6561837974168122,-0.8588545479319755,-0.4227893436555255,-0.9498943754725714,0.5045790378489081,0.5223948098788154,1.2400714796628798,False,False,False,False,False,False,False,False
64,microsoft/vscode,Fix issue #64 in module 16,This PR addresses a bug ,dev_26,2025-10-03,,,1,4,17.0,64,81,7,1,"[""COMMENTED""]",1,"[""documentation""]",False,,False,[],False,"[""fix bug"", ""update tests""]","[""src/module_0.py"", ""src/module_1.py"", ""src/module_2.py"", ""src/module_3.py""]",-1.582950400191337,-0.6561837974168122,-0.7127890092242358,1.102315482772767,-0.14329603595905083,1.5103844289098547,-1.5812084513781597,-1.233475354771056,False,False,False,False,False,False,False,False
65,microsoft/vscode,Fix issue #65 in module 7,This PR addresses a bug This PR addresses a bug This PR addresses a bug This PR addresses a bug ,dev_20,2025-07-22,2025-07-22T18,,2,7,19.0,14,33,6,4,"[""CHANGES_REQUESTED"", ""APPROVED"", ""APPROVED"", ""APPROVED""]",3,[],True,18.272936347146413,True,"[""coderabbitai[bot]""]",True,"[""fix bug"", ""update tests""]","[""src/module_0.py"", ""src/module_1.py"", ""src/module_2.py"", ""src/module_3.py"", ""src/module_4.py""]",-1.1929971073210783,0.2963410698011411,-0.6803300006225159,-0.5201364602360549,-0.8346660412563542,1.0074817333793813,1.574196440507303,1.2400714796628798,False,False,False,False,False,False,False,False
66,microsoft/vscode,Fix issue #66 in module 4,This PR addresses a bug This PR addresses a bug This PR addresses a bug This PR addresses a bug ,dev_8,2025-06-03,,,9,6,170.0,27,197,2,3,"[""APPROVED"", ""COMMENTED"", ""APPROVED""]",2,[],False,,True,"[""coderabbitai[bot]""]",True,"[""fix bug"", ""update tests""]","[""src/module_0.py"", ""src/module_1.py"", ""src/module_2.py"", ""src/module_3.py"", ""src/module_4.py""]",1.5366759427707333,-0.02116721927151,1.770325148807339,-0.09829895505376116,1.527514810176099,-1.0041290487425114,0.5223948098788154,0.0032980624459118257,False,False,False,False,False,False,False,False
67,microsoft/vscode,Fix issue #67 in module 19,This PR addresses a bug This PR addresses a bug This PR addresses a bug This PR addresses a bug ,dev_20,2026-04-27,,,7,11,151.0,1,152,5,2,"[""CHANGES_REQUESTED"", ""APPROVED""]",1,"[""enhancement""]",False,,True,"[""coderabbitai[bot]""]",True,"[""fix bug"", ""update tests""]","[""src/module_0.py"", ""src/module_1.py"", ""src/module_2.py"", ""src/module_3.py"", ""src/module_4.py""]",0.7567693570302158,1.5663742260917457,1.4619645670909998,-0.9419739654183485,0.879355430209877,0.5045790378489081,-0.5294068207496722,-1.233475354771056,False,False,False,False,False,False,False,False
68,microsoft/vscode,Fix issue #68 in module 17,This PR addresses a bug This PR addresses a bug ,dev_1,2025-10-01,,,1,1,35.0,86,121,5,3,"[""COMMENTED"", ""CHANGES_REQUESTED"", ""APPROVED""]",3,"[""good first issue"", ""documentation""]",False,,False,[],False,"[""fix bug"", ""update tests""]","[""src/module_0.py""]",-1.582950400191337,-1.6087086646347657,-0.42065793180875644,1.8161943376966485,0.43284563512203533,0.5045790378489081,0.5223948098788154,1.2400714796628798,False,False,False,False,False,False,False,False
69,microsoft/vscode,Fix issue #69 in module 16,This PR addresses a bug This PR addresses a bug This PR addresses a bug This PR addresses a bug ,dev_17,2026-02-04,,,7,11,21.0,65,86,5,1,"[""APPROVED""]",1,"[""documentation"", ""enhancement""]",False,,False,[],True,"[""fix bug"", ""update tests""]","[""src/module_0.py"", ""src/module_1.py"", ""src/module_2.py"", ""src/module_3.py"", ""src/module_4.py""]",0.7567693570302158,1.5663742260917457,-0.647870992020796,1.1347645216329434,-0.07127832707391506,0.5045790378489081,-1.5812084513781597,-1.233475354771056,False,False,False,False,False,False,False,False
70,microsoft/vscode,Fix issue #70 in module 14,This PR addresses a bug This PR addresses a bug This PR addresses a bug ,dev_23,2025-07-16,,,7,11,40.0,27,67,3,1,"[""COMMENTED""]",1,"[""breaking-change""]",False,,True,"[""coderabbitai[bot]""]",False,"[""fix bug"", ""update tests""]","[""src/module_0.py"", ""src/module_1.py"", ""src/module_2.py"", ""src/module_3.py"", ""src/module_4.py""]",0.7567693570302158,1.5663742260917457,-0.3395104103044566,-0.09829895505376116,-0.34494562083743097,-0.5012263532120382,-1.5812084513781597,-1.233475354771056,False,False,False,False,False,False,False,False
71,microsoft/vscode,Fix issue #71 in module 18,This PR addresses a bug ,dev_22,2026-03-12,2026-03-13T02,,5,6,70.0,21,91,1,2,"[""COMMENTED"", ""APPROVED""]",1,"[""enhancement"", ""documentation""]",True,26.880522024770954,False,[],False,"[""fix bug"", ""update tests""]","[""src/module_0.py"", ""src/module_1.py"", ""src/module_2.py"", ""src/module_3.py"", ""src/module_4.py""]",-0.0231372287103019,-0.02116721927151,0.1473747187213424,-0.2929931882148198,0.0007393818112207097,-1.5070317442729848,-0.5294068207496722,-1.233475354771056,False,False,False,False,False,False,False,False
72,microsoft/vscode,Fix issue #72 in module 15,This PR addresses a bug This PR addresses a bug ,dev_8,2026-05-08,,,5,2,108.0,16,124,5,2,"[""COMMENTED"", ""CHANGES_REQUESTED""]",2,"[""breaking-change""]",False,,False,[],True,"[""fix bug"", ""update tests""]","[""src/module_0.py"", ""src/module_1.py""]",-0.0231372287103019,-1.2912003755621144,0.7640958821540211,-0.455238382515702,0.4760562604531168,0.5045790378489081,-0.5294068207496722,0.0032980624459118257,False,False,False,False,False,False,False,False
73,microsoft/vscode,Fix issue #73 in module 10,This PR addresses a bug This PR addresses a bug This PR addresses a bug This PR addresses a bug ,dev_31,2026-02-17,,,7,2,82.0,11,93,3,3,"[""COMMENTED"", ""COMMENTED"", ""COMMENTED""]",3,"[""enhancement"", ""needs-review""]",False,,True,"[""coderabbitai[bot]""]",True,"[""fix bug"", ""update tests""]","[""src/module_0.py"", ""src/module_1.py""]",0.7567693570302158,-1.2912003755621144,0.342128770331662,-0.6174835768165842,0.029546465365275016,-0.5012263532120382,0.5223948098788154,1.2400714796628798,False,False,False,False,False,False,False,False
74,microsoft/vscode,Fix issue #74 in module 9,This PR addresses a bug ,dev_13,2026-04-23,2026-04-23T23,,7,8,3.0,0,3,2,2,"[""CHANGES_REQUESTED"", ""COMMENTED""]",1,"[""needs-review""]",True,23.125426388636598,True,"[""copilot-pull-request-reviewer[bot]""]",False,"[""fix bug"", ""update tests""]","[""src/module_0.py"", ""src/module_1.py"", ""src/module_2.py"", ""src/module_3.py"", ""src/module_4.py""]",0.7567693570302158,0.6138493588737922,-0.9400020694362754,-0.9744230042785249,-1.2667722945671689,-1.0041290487425114,-0.5294068207496722,-1.233475354771056,False,False,False,False,False,False,False,False
75,microsoft/vscode,Fix issue #75 in module 17,This PR addresses a bug This PR addresses a bug This PR addresses a bug ,dev_8,2025-02-17,2025-02-17T16,,1,8,6.0,25,31,2,2,"[""CHANGES_REQUESTED"", ""COMMENTED""]",2,[],True,16.422315320239253,False,[],False,"[""fix bug"", ""update tests""]","[""src/module_0.py"", ""src/module_1.py"", ""src/module_2.py"", ""src/module_3.py"", ""src/module_4.py""]",-1.582950400191337,0.6138493588737922,-0.8913135565336955,-0.16319703277411404,-0.8634731248104085,-1.0041290487425114,-0.5294068207496722,0.0032980624459118257,False,False,False,False,False,False,False,False
76,microsoft/vscode,Fix issue #76 in module 12,This PR addresses a bug ,dev_2,2025-10-08,,,8,10,98.0,137,235,5,4,"[""CHANGES_REQUESTED"", ""APPROVED"", ""APPROVED"", ""APPROVED""]",3,[],False,,True,"[""copilot-pull-request-reviewer[bot]""]",False,"[""fix bug"", ""update tests""]","[""src/module_0.py"", ""src/module_1.py"", ""src/module_2.py"", ""src/module_3.py"", ""src/module_4.py""]",1.1467226499004746,1.2488659370190944,0.6018008391454215,3.4710953195656464,2.074849397703131,0.5045790378489081,1.574196440507303,1.2400714796628798,False,False,False,True,False,False,False,False
77,microsoft/vscode,Fix issue #77 in module 19,This PR addresses a bug ,dev_13,2025-10-15,,,8,7,165.0,60,225,4,2,"[""COMMENTED"", ""COMMENTED""]",2,"[""good first issue""]",False,,False,[],False,"[""fix bug"", ""update tests""]","[""src/module_0.py"", ""src/module_1.py"", ""src/module_2.py"", ""src/module_3.py"", ""src/module_4.py""]",1.1467226499004746,0.2963410698011411,1.6891776273030392,0.9725193273320613,1.9308139799328594,0.0016763423184349494,-0.5294068207496722,0.0032980624459118257,False,False,False,False,False,False,False,False
78,microsoft/vscode,Fix issue #78 in module 1,This PR addresses a bug This PR addresses a bug This PR addresses a bug ,dev_19,2025-09-10,,,9,8,20.0,15,35,5,4,"[""APPROVED"", ""APPROVED"", ""CHANGES_REQUESTED"", ""COMMENTED""]",3,"[""needs-review"", ""breaking-change""]",False,,False,[],False,"[""fix bug"", ""update tests""]","[""src/module_0.py"", ""src/module_1.py"", ""src/module_2.py"", ""src/module_3.py"", ""src/module_4.py""]",1.5366759427707333,0.6138493588737922,-0.6641004963216559,-0.4876874213758784,-0.8058589577022999,0.5045790378489081,1.574196440507303,1.2400714796628798,False,False,False,False,False,False,False,False
79,microsoft/vscode,Fix issue #79 in module 18,This PR addresses a bug This PR addresses a bug This PR addresses a bug This PR addresses a bug ,dev_27,2025-10-13,,,9,10,22.0,3,25,1,2,"[""COMMENTED"", ""CHANGES_REQUESTED""]",2,[],False,,True,"[""coderabbitai[bot]""]",True,"[""fix bug"", ""update tests""]","[""src/module_0.py"", ""src/module_1.py"", ""src/module_2.py"", ""src/module_3.py"", ""src/module_4.py""]",1.5366759427707333,1.2488659370190944,-0.631641487719936,-0.8770758876979956,-0.9498943754725714,-1.5070317442729848,-0.5294068207496722,0.0032980624459118257,False,False,False,False,False,False,False,False
80,microsoft/vscode,Fix issue #80 in module 12,This PR addresses a bug This PR addresses a bug This PR addresses a bug ,dev_11,2025-12-16,,,2,1,46.0,37,83,5,2,"[""APPROVED"", ""APPROVED""]",2,[],False,,True,"[""coderabbitai[bot]""]",False,"[""fix bug"", ""update tests""]","[""src/module_0.py""]",-1.1929971073210783,-1.6087086646347657,-0.2421333844992968,0.2261914335480032,-0.11448895240499651,0.5045790378489081,-0.5294068207496722,0.0032980624459118257,False,False,False,False,False,False,False,False
81,microsoft/vscode,Fix issue #81 in module 19,This PR addresses a bug This PR addresses a bug ,dev_16,2025-09-13,,,3,10,78.0,4,82,6,3,"[""CHANGES_REQUESTED"", ""COMMENTED"", ""APPROVED""]",2,[],False,,False,[],False,"[""fix bug"", ""update tests""]","[""src/module_0.py"", ""src/module_1.py"", ""src/module_2.py"", ""src/module_3.py"", ""src/module_4.py""]",-0.8030438144508195,1.2488659370190944,0.27721075312822213,-0.8446268488378192,-0.12889249418202367,1.0074817333793813,0.5223948098788154,0.0032980624459118257,False,False,False,False,False,False,False,False
82,microsoft/vscode,Fix issue #82 in module 6,This PR addresses a bug This PR addresses a bug This PR addresses a bug This PR addresses a bug ,dev_32,2026-01-16,2026-01-17T01,,8,9,128.0,15,143,4,3,"[""CHANGES_REQUESTED"", ""CHANGES_REQUESTED"", ""CHANGES_REQUESTED""]",3,"[""needs-review"", ""breaking-change""]",True,25.658623419364634,False,[],False,"[""fix bug"", ""update tests""]","[""src/module_0.py"", ""src/module_1.py"", ""src/module_2.py"", ""src/module_3.py"", ""src/module_4.py""]",1.1467226499004746,0.9313576479464434,1.0886859681712204,-0.4876874213758784,0.7497235542166327,0.0016763423184349494,0.5223948098788154,1.2400714796628798,False,False,False,False,False,False,False,False
83,microsoft/vscode,Fix issue #83 in module 17,This PR addresses a bug This PR addresses a bug This PR addresses a bug This PR addresses a bug ,dev_28,2026-04-19,,,4,6,62.0,1,63,1,2,"[""COMMENTED"", ""COMMENTED""]",1,[],False,,True,"[""coderabbitai[bot]""]",False,"[""fix bug"", ""update tests""]","[""src/module_0.py"", ""src/module_1.py"", ""src/module_2.py"", ""src/module_3.py"", ""src/module_4.py""]",-0.4130905215805607,-0.02116721927151,0.017538684314462656,-0.9419739654183485,-0.4025597879455396,-1.5070317442729848,-0.5294068207496722,-1.233475354771056,False,False,False,False,False,False,False,False
84,microsoft/vscode,Fix issue #84 in module 1,This PR addresses a bug This PR addresses a bug This PR addresses a bug ,dev_19,2026-05-05,,,6,3,113.0,36,149,5,3,"[""COMMENTED"", ""COMMENTED"", ""APPROVED""]",3,"[""breaking-change"", ""enhancement""]",False,,False,[],False,"[""fix bug"", ""update tests""]","[""src/module_0.py"", ""src/module_1.py"", ""src/module_2.py""]",0.3668160641599569,-0.9736920864894634,0.845243403658321,0.19374239468782675,0.8361448048787956,0.5045790378489081,0.5223948098788154,1.2400714796628798,False,False,False,False,False,False,False,False
85,microsoft/vscode,Fix issue #85 in module 7,This PR addresses a bug This PR addresses a bug This PR addresses a bug This PR addresses a bug ,dev_31,2025-09-01,2025-09-01T03,,1,1,16.0,34,50,3,4,"[""CHANGES_REQUESTED"", ""COMMENTED"", ""COMMENTED"", ""APPROVED""]",3,"[""needs-review"", ""good first issue""]",True,3.4312807945110864,True,"[""coderabbitai[bot]""]",False,"[""fix bug"", ""update tests""]","[""src/module_0.py""]",-1.582950400191337,-1.6087086646347657,-0.7290185135250958,0.1288443169674739,-0.5898058310468925,-0.5012263532120382,1.574196440507303,1.2400714796628798,False,False,False,False,False,False,False,False
86,microsoft/vscode,Fix issue #86 in module 12,This PR addresses a bug ,dev_30,2026-02-05,2026-02-05T14,,6,8,27.0,30,57,3,1,"[""CHANGES_REQUESTED""]",1,"[""good first issue""]",True,14.409319815371404,True,"[""coderabbitai[bot]""]",True,"[""fix bug"", ""update tests""]","[""src/module_0.py"", ""src/module_1.py"", ""src/module_2.py"", ""src/module_3.py"", ""src/module_4.py""]",0.3668160641599569,0.6138493588737922,-0.5504939662156362,-0.0009518384732318526,-0.48898103860770253,-0.5012263532120382,-1.5812084513781597,-1.233475354771056,False,False,False,False,False,False,False,False
87,microsoft/vscode,Fix issue #87 in module 19,This PR addresses a bug ,dev_30,2025-10-20,,,5,7,19.0,1,20,9,2,"[""COMMENTED"", ""COMMENTED""]",2,"[""enhancement""]",False,,True,"[""copilot-pull-request-reviewer[bot]""]",False,"[""fix bug"", ""update tests""]","[""src/module_0.py"", ""src/module_1.py"", ""src/module_2.py"", ""src/module_3.py"", ""src/module_4.py""]",-0.0231372287103019,0.2963410698011411,-0.6803300006225159,-0.9419739654183485,-1.0219120843577072,2.5161898199708013,-0.5294068207496722,0.0032980624459118257,False,False,False,False,False,True,False,False
88,microsoft/vscode,Fix issue #88 in module 2,This PR addresses a bug This PR addresses a bug ,renovate[bot],2025-09-24,,,3,6,64.0,4,68,6,1,"[""CHANGES_REQUESTED""]",1,"[""enhancement""]",False,,False,[],True,"[""fix bug"", ""update tests""]","[""src/module_0.py"", ""src/module_1.py"", ""src/module_2.py"", ""src/module_3.py"", ""src/module_4.py""]",-0.8030438144508195,-0.02116721927151,0.049997692916182584,-0.8446268488378192,-0.33054207906040384,1.0074817333793813,-1.5812084513781597,-1.233475354771056,False,False,False,False,False,False,False,False
89,microsoft/vscode,Fix issue #89 in module 13,This PR addresses a bug This PR addresses a bug This PR addresses a bug This PR addresses a bug ,dev_35,2025-08-29,,,4,2,70.0,1,71,4,3,"[""CHANGES_REQUESTED"", ""COMMENTED"", ""CHANGES_REQUESTED""]",2,"[""documentation""]",False,,True,"[""copilot-pull-request-reviewer[bot]""]",True,"[""fix bug"", ""update tests""]","[""src/module_0.py"", ""src/module_1.py""]",-0.4130905215805607,-1.2912003755621144,0.1473747187213424,-0.9419739654183485,-0.28733145372932234,0.0016763423184349494,0.5223948098788154,0.0032980624459118257,False,False,False,False,False,False,False,False
90,microsoft/vscode,Fix issue #90 in module 14,This PR addresses a bug This PR addresses a bug This PR addresses a bug ,dev_18,2025-09-06,2025-09-06T03,,8,7,98.0,13,111,3,2,"[""COMMENTED"", ""CHANGES_REQUESTED""]",2,"[""enhancement""]",True,3.4717359560709027,True,"[""copilot-pull-request-reviewer[bot]""]",True,"[""fix bug"", ""update tests""]","[""src/module_0.py"", ""src/module_1.py"", ""src/module_2.py"", ""src/module_3.py"", ""src/module_4.py""]",1.1467226499004746,0.2963410698011411,0.6018008391454215,-0.5525854990962312,0.28881021735176376,-0.5012263532120382,-0.5294068207496722,0.0032980624459118257,False,False,False,False,False,False,False,False
91,microsoft/vscode,Fix issue #91 in module 13,This PR addresses a bug This PR addresses a bug This PR addresses a bug This PR addresses a bug ,dev_1,2025-01-12,,,8,11,34.0,3,37,3,3,"[""COMMENTED"", ""CHANGES_REQUESTED"", ""APPROVED""]",3,[],False,,True,"[""copilot-pull-request-reviewer[bot]""]",True,"[""fix bug"", ""update tests""]","[""src/module_0.py"", ""src/module_1.py"", ""src/module_2.py"", ""src/module_3.py"", ""src/module_4.py""]",1.1467226499004746,1.5663742260917457,-0.4368874361096164,-0.8770758876979956,-0.7770518741482456,-0.5012263532120382,0.5223948098788154,1.2400714796628798,False,False,False,False,False,False,False,False
92,microsoft/vscode,Fix issue #92 in module 9,This PR addresses a bug This PR addresses a bug ,dev_34,2026-02-21,2026-02-22T15,,7,1,102.0,7,109,4,4,"[""COMMENTED"", ""CHANGES_REQUESTED"", ""COMMENTED"", ""CHANGES_REQUESTED""]",3,[],True,39.584137782745145,False,[],False,"[""fix bug"", ""update tests""]","[""src/module_0.py""]",0.7567693570302158,-1.6087086646347657,0.6667188563488613,-0.7472797322572898,0.26000313379770945,0.0016763423184349494,1.574196440507303,1.2400714796628798,False,False,False,False,False,False,False,False
93,microsoft/vscode,Fix issue #93 in module 13,This PR addresses a bug This PR addresses a bug This PR addresses a bug This PR addresses a bug ,dev_29,2026-02-10,,,3,1,32.0,56,88,2,2,"[""CHANGES_REQUESTED"", ""CHANGES_REQUESTED""]",1,"[""breaking-change"", ""bug""]",False,,True,"[""coderabbitai[bot]""]",False,"[""fix bug"", ""update tests""]","[""src/module_0.py""]",-0.8030438144508195,-1.6087086646347657,-0.46934644471133635,0.8427231718913555,-0.04247124351986075,-1.0041290487425114,-0.5294068207496722,-1.233475354771056,False,False,False,False,False,False,False,False
94,microsoft/vscode,Fix issue #94 in module 18,This PR addresses a bug This PR addresses a bug ,dev_16,2025-09-02,,,4,7,196.0,16,212,3,2,"[""CHANGES_REQUESTED"", ""COMMENTED""]",1,"[""needs-review""]",False,,False,[],False,"[""fix bug"", ""update tests""]","[""src/module_0.py"", ""src/module_1.py"", ""src/module_2.py"", ""src/module_3.py"", ""src/module_4.py""]",-0.4130905215805607,0.2963410698011411,2.1922922606296984,-0.455238382515702,1.7435679368315062,-0.5012263532120382,-0.5294068207496722,-1.233475354771056,False,False,True,False,False,False,False,False
95,microsoft/vscode,Fix issue #95 in module 5,This PR addresses a bug This PR addresses a bug This PR addresses a bug This PR addresses a bug ,dev_22,2026-03-22,,,9,4,15.0,45,60,4,2,"[""APPROVED"", ""COMMENTED""]",2,[],False,,True,"[""coderabbitai[bot]""]",True,"[""fix bug"", ""update tests""]","[""src/module_0.py"", ""src/module_1.py"", ""src/module_2.py"", ""src/module_3.py""]",1.5366759427707333,-0.6561837974168122,-0.7452480178259557,0.4857837444294147,-0.44577041327662104,0.0016763423184349494,-0.5294068207496722,0.0032980624459118257,False,False,False,False,False,False,False,False
96,microsoft/vscode,Fix issue #96 in module 19,This PR addresses a bug This PR addresses a bug ,dev_4,2026-01-02,,,1,5,1.0,10,11,3,4,"[""COMMENTED"", ""COMMENTED"", ""COMMENTED"", ""CHANGES_REQUESTED""]",3,"[""breaking-change""]",False,,True,"[""coderabbitai[bot]""]",False,"[""fix bug"", ""update tests""]","[""src/module_0.py"", ""src/module_1.py"", ""src/module_2.py"", ""src/module_3.py"", ""src/module_4.py""]",-1.582950400191337,-0.3386755083441611,-0.9724610780379953,-0.6499326156767605,-1.1515439603509516,-0.5012263532120382,1.574196440507303,1.2400714796628798,False,False,False,False,False,False,False,False
97,microsoft/vscode,Fix issue #97 in module 19,This PR addresses a bug This PR addresses a bug This PR addresses a bug ,dev_6,2025-12-26,,,3,3,259.0,28,287,3,3,"[""APPROVED"", ""APPROVED"", ""COMMENTED""]",3,"[""breaking-change"", ""enhancement""]",False,,False,[],True,"[""fix bug"", ""update tests""]","[""src/module_0.py"", ""src/module_1.py"", ""src/module_2.py""]",-0.8030438144508195,-0.9736920864894634,3.214751031583876,-0.06584991619358473,2.8238335701085426,-0.5012263532120382,0.5223948098788154,1.2400714796628798,False,False,True,False,True,False,False,False
98,microsoft/vscode,Fix issue #98 in module 8,This PR addresses a bug This PR addresses a bug This PR addresses a bug This PR addresses a bug ,dev_13,2026-04-09,,,6,1,71.0,3,74,4,1,"[""APPROVED""]",1,"[""good first issue"", ""enhancement""]",False,,True,"[""coderabbitai[bot]""]",True,"[""fix bug"", ""update tests""]","[""src/module_0.py""]",0.3668160641599569,-1.6087086646347657,0.16360422302220234,-0.8770758876979956,-0.2441208283982409,0.0016763423184349494,-1.5812084513781597,-1.233475354771056,False,False,False,False,False,False,False,False
99,microsoft/vscode,Fix issue #99 in module 16,This PR addresses a bug This PR addresses a bug This PR addresses a bug This PR addresses a bug ,dev_26,2025-09-09,2025-09-10T15,,2,7,10.0,5,15,2,2,"[""COMMENTED"", ""CHANGES_REQUESTED""]",1,"[""documentation"", ""breaking-change""]",True,39.45879137539439,False,[],False,"[""fix bug"", ""update tests""]","[""src/module_0.py"", ""src/module_1.py"", ""src/module_2.py"", ""src/module_3.py"", ""src/module_4.py""]",-1.1929971073210783,0.2963410698011411,-0.8263955393302556,-0.8121778099776428,-1.093929793242843,-1.0041290487425114,-0.5294068207496722,-1.233475354771056,False,False,False,False,False,False,False,False
100,microsoft/vscode,Fix issue #100 in module 5,This PR addresses a bug This PR addresses a bug ,dev_4,2025-09-10,2025-09-11T02,,6,11,44.0,6,50,4,3,"[""CHANGES_REQUESTED"", ""CHANGES_REQUESTED"", ""COMMENTED""]",3,[],True,26.779138067349695,False,[],True,"[""fix bug"", ""update tests""]","[""src/module_0.py"", ""src/module_1.py"", ""src/module_2.py"", ""src/module_3.py"", ""src/module_4.py""]",0.3668160641599569,1.5663742260917457,-0.27459239310101674,-0.7797287711174663,-0.5898058310468925,0.0016763423184349494,0.5223948098788154,1.2400714796628798,False,False,False,False,False,False,False,False
101,microsoft/vscode,Fix issue #101 in module 16,This PR addresses a bug This PR addresses a bug This PR addresses a bug This PR addresses a bug ,dev_17,2025-09-01,2025-09-01T08,,3,4,93.0,48,141,4,2,"[""COMMENTED"", ""APPROVED""]",2,[],True,8.51887471766419,True,"[""copilot-pull-request-reviewer[bot]""]",False,"[""fix bug"", ""update tests""]","[""src/module_0.py"", ""src/module_1.py"", ""src/module_2.py"", ""src/module_3.py""]",-0.8030438144508195,-0.6561837974168122,0.5206533176411217,0.583130861009944,0.7209164706625784,0.0016763423184349494,-0.5294068207496722,0.0032980624459118257,False,False,False,False,False,False,False,False
102,microsoft/vscode,Fix issue #102 in module 7,This PR addresses a bug ,dev_10,2025-07-22,,,7,4,39.0,50,89,1,3,"[""APPROVED"", ""APPROVED"", ""CHANGES_REQUESTED""]",2,"[""documentation"", ""enhancement""]",False,,False,[],True,"[""fix bug"", ""update tests""]","[""src/module_0.py"", ""src/module_1.py"", ""src/module_2.py"", ""src/module_3.py""]",0.7567693570302158,-0.6561837974168122,-0.35573991460531657,0.6480289387302969,-0.028067701742833597,-1.5070317442729848,0.5223948098788154,0.0032980624459118257,False,False,False,False,False,False,False,False
103,microsoft/vscode,Fix issue #103 in module 3,This PR addresses a bug ,dependabot[bot],2025-05-20,,,4,2,92.0,2,94,7,4,"[""CHANGES_REQUESTED"", ""CHANGES_REQUESTED"", ""CHANGES_REQUESTED"", ""APPROVED""]",3,[],False,,False,[],True,"[""fix bug"", ""update tests""]","[""src/module_0.py"", ""src/module_1.py""]",-0.4130905215805607,-1.2912003755621144,0.5044238133402617,-0.9095249265581721,0.04395000714230217,1.5103844289098547,1.574196440507303,1.2400714796628798,False,False,False,False,False,False,False,False
104,microsoft/vscode,Fix issue #104 in module 7,This PR addresses a bug ,dev_24,2025-02-27,2025-03-01T10,,2,3,30.0,10,40,8,2,"[""APPROVED"", ""CHANGES_REQUESTED""]",2,[],True,58.50835545285554,True,"[""copilot-pull-request-reviewer[bot]""]",False,"[""fix bug"", ""update tests""]","[""src/module_0.py"", ""src/module_1.py"", ""src/module_2.py""]",-1.1929971073210783,-0.9736920864894634,-0.5018054533130563,-0.6499326156767605,-0.7338412488171642,2.013287124440328,-0.5294068207496722,0.0032980624459118257,False,False,False,False,False,False,False,False
105,microsoft/vscode,Fix issue #105 in module 18,This PR addresses a bug ,dev_26,2026-04-17,2026-04-17T19,,5,5,33.0,46,79,4,2,"[""COMMENTED"", ""APPROVED""]",1,"[""good first issue"", ""breaking-change""]",True,19.98768621775192,False,[],True,"[""fix bug"", ""update tests""]","[""src/module_0.py"", ""src/module_1.py"", ""src/module_2.py"", ""src/module_3.py"", ""src/module_4.py""]",-0.0231372287103019,-0.3386755083441611,-0.45311694041047634,0.5182327832895911,-0.17210311951310514,0.0016763423184349494,-0.5294068207496722,-1.233475354771056,False,False,False,False,False,False,False,False
